id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2MJz8BxxMsERULatmBikDH,At My Worst,Pink Sweat$,74,2021-02-12,0.813,0.415,0,-5.926,1,0.777,0.0,0.131,0.667,91.921,170345,4
0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),Maroon 5,71,2021-01-21,0.749,0.674,10,-5.128,0,0.0209,0.0,0.169,0.711,123.055,153865,4
3QyoC6OvQUmpQwQZ18iaTs,Overdrive,Conan Gray,71,2021-02-19,0.568,0.788,5,-6.28,1,0.0101,0.0,0.141,0.46,104.959,183070,4
3B4etxytImrRKQgV3XHjnR,Harleys In Hawaii,Katy Perry,72,2020-08-28,0.721,0.751,10,-6.203,0,0.162,6.59e-06,0.118,0.738,140.095,185481,4
1hJIbOjWpid6LtnozHmzRS,Diamonds,Sam Smith,68,2020-10-30,0.637,0.666,10,-6.773,0,0.161,0.0,0.108,0.529,104.02,213869,4
6T6D9CIrHkALcHPafDFA6L,Vibez,ZAYN,65,2021-01-15,0.643,0.671,7,-7.45,1,0.241,0.0178,0.12,0.297,96.924,163347,4
7DgkSYT6vh3UAYQlFbsj6z,Hate You + Love You (feat. AJ Mitchell),AJ Mitchell,65,2021-02-05,0.755,0.689,5,-4.463,1,0.0693,0.0,0.394,0.638,140.013,198874,4
1J9ekSUHGCaWKBdmeEWPJZ,I Don’t (with DVBBS),DVBBS,57,2021-03-24,0.7,0.792,1,-5.002,1,0.00532,6.07e-06,0.363,0.711,117.031,174359,4
2SUxn2O9NHL6GHGQFgwCY0,2step,Ed Sheeran,74,2021-10-29,0.763,0.661,4,-5.592,0,0.169,0.0,0.117,0.632,95.002,153627,4
25gacl0dFF9HTclx7Ug7xC,Like 1999,Valley,66,2021-10-01,0.733,0.382,7,-7.955,1,0.132,0.0,0.162,0.517,98.027,144743,4
7eQHxigpuDJjCG50JyzU8v,Butterflies,Ali Gatie,74,2021-06-25,0.7,0.613,11,-4.041,1,0.385,0.0,0.0887,0.42,88.084,191250,4
21AziTMaZwcLflGMAj85o5,All 4 Nothing (I'm So In Love),Lauv,76,2022-04-08,0.714,0.802,1,-5.339,1,0.0557,0.0,0.0664,0.882,132.005,182507,4
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,87,2021-05-21,0.442,0.612,2,-7.222,1,0.584,5.7e-06,0.37,0.178,180.917,215507,4
0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,Demi Lovato,73,2020-09-10,0.743,0.837,1,-5.025,0,0.0172,0.0,0.0743,0.263,103.072,159863,4
41bqjWvbH0bkuaNqbHy54l,This Is Heaven,Nick Jonas,63,2021-03-12,0.646,0.785,2,-4.801,0,0.0377,0.0,0.0897,0.52,100.911,214624,4
3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),SZA,83,2021-06-25,0.764,0.705,8,-3.463,1,0.259,8.92e-05,0.12,0.781,110.97,208667,4
5acSb48zFAcXTdL5Wsk8xx,Lean On Me,Tinashe,73,2021-05-07,0.686,0.738,9,-5.802,1,0.0703,0.0,0.0505,0.45,101.829,149857,4
3T03rPwlL8NVk1yIaxeD8U,Off My Face,Justin Bieber,75,2021-03-19,0.509,0.228,4,-8.68,1,0.92,0.0,0.104,0.586,90.674,156468,4
48EDM7iimVXiKEOdo4AJk6,Everybody Wants You,Johnny Orlando,59,2020-12-22,0.657,0.582,1,-6.735,1,0.113,0.0,0.182,0.574,82.023,200861,4
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,90,2021-05-21,0.563,0.664,9,-5.044,1,0.335,0.0,0.0849,0.688,166.928,178147,4
4Gt2kh3QbAGU6yquOWn4aW,Fake,Conan Gray,70,2020-10-13,0.703,0.657,4,-5.363,1,0.139,0.0,0.093,0.455,82.96,146375,4
5OdNjYTpLjuDDPCBNWonRX,At My Worst (feat. Kehlani),Kehlani,64,2021-02-12,0.731,0.484,0,-5.579,1,0.73,3.01e-06,0.326,0.35,92.043,169128,4
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Little Mix,81,2021-05-20,0.595,0.784,1,-4.878,1,0.216,0.0,0.0608,0.479,124.111,183726,4
7uidJM7xBikobIitpHQKZ4,Drive You Home,Internet Money,59,2021-07-29,0.653,0.694,1,-6.284,1,0.0911,0.0,0.111,0.226,96.024,216164,4
2VhY69P0Q15rHfEKaMlR5x,dancing in the kitchen,LANY,64,2021-09-03,0.646,0.736,11,-7.658,1,0.0334,0.0,0.0807,0.28,94.024,208809,4
5sbkFKdxVQ2FgEjKMvrHAL,Echo (with KSHMR),KSHMR,57,2021-05-21,0.344,0.873,10,-3.387,1,0.0932,0.0,0.153,0.307,170.041,192353,4
6FoUUkUM4fVdh5pLZyxgjz,Automatic (feat. Jake Miller),Jake Miller,71,2020-11-20,0.6,0.529,8,-6.184,1,0.239,2.35e-05,0.099,0.371,134.966,157472,4
1qCHidBbWAgv3pn6UbZ4Lg,Don't Go Yet,Camila Cabello,71,2022-04-07,0.666,0.796,10,-6.967,0,0.0492,0.0,0.0442,0.61,110.108,164842,4
22VPpAWB7qzV8L9rgza11j,Hopeless Romantic,Sam Fischer,66,2021-10-15,0.654,0.636,8,-6.913,1,0.117,0.00179,0.0919,0.392,113.994,181178,4
2zI9NSx3dncJHCw0QClcx0,Know Me Too Well (with Danna Paola),Danna Paola,63,2020-02-14,0.757,0.708,1,-4.385,0,0.428,0.0,0.0635,0.798,122.916,200600,4
1Tf0qifzTHdDC9RnTW9Di3,Spaceman,Nick Jonas,56,2021-03-12,0.548,0.601,5,-7.366,0,0.324,0.0,0.107,0.358,155.554,197000,4
48oN0dm8zwleoUvuLBqIOp,Sunshine - From the Motion Picture “Ron’s Gone Wrong”,Liam Payne,59,2021-08-27,0.717,0.735,10,-5.764,0,0.0504,0.0,0.132,0.787,107.0,164000,4
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,88,2017-05-05,0.609,0.692,1,-2.958,1,0.0157,0.0,0.0864,0.454,116.959,233720,3
3pHt7ZLOM4GJQKqorMzeon,Fall So Hard,Christopher,59,2021-03-26,0.572,0.797,0,-4.181,1,0.0949,0.0,0.259,0.598,135.76,214720,4
24u37Wx6wCOeBAi8g203KC,Would You,The Vamps,56,2020-10-16,0.818,0.615,5,-5.536,1,0.0768,2.44e-06,0.142,0.498,102.936,181600,4
0KKOkGNYtITCL3fDJLwVUt,Natarang Ubha,Ajay-Atul,46,2010-01-01,0.736,0.61,10,-8.576,1,0.455,0.000168,0.0593,0.396,122.907,259082,4
5tB5Iu8fOaFQNV1vGFQtIU,Hrudayat Vaje Something,Vidhit Patankar,46,2016-12-16,0.736,0.558,2,-5.72,1,0.727,2.13e-06,0.0999,0.426,93.989,290623,4
23W211Anv5yA4g4j4L1q9s,Tu Havishi,Priyanka Barve,39,2015-07-03,0.325,0.585,11,-7.543,1,0.529,2.06e-06,0.0674,0.433,87.667,268408,5
2WQwk9YwLmwyOgDHa2WiVk,Man Mandira,Shankar Mahadevan,40,2015-07-09,0.478,0.594,4,-9.752,1,0.471,0.0,0.0718,0.536,107.636,279572,4
51viPhTkgIORUPTaukrPVa,Jara Jara,Aarya Ambekar,44,2016-12-16,0.629,0.632,9,-6.985,1,0.249,0.0,0.174,0.31,83.969,294834,4
2nfr9OCxsUju4sg10oRCxe,Sar Sukhachi Shravani,Bela Shende,45,2014-04-22,0.703,0.528,2,-8.264,1,0.519,0.0,0.116,0.465,133.983,397080,1
6wkoSXX89DPlykLFiCezao,Jau De Na Va,AV Prafullachandra,38,2018-11-10,0.701,0.272,11,-7.863,1,0.878,0.00412,0.182,0.589,104.972,302897,4
70OzwqFfeL0Mb3A9MUmA4R,"Saavar Re Mana - From ""Mitwaa""",Swapnil Bandodkar,40,2014-10-18,0.676,0.634,0,-4.956,1,0.385,0.0,0.141,0.363,134.04,339226,1
13ZSQwrx2EDXlAJYwEjak7,Sur Niragas Ho,Anandi Joshi,42,2015-07-09,0.447,0.495,9,-9.766,1,0.712,0.0,0.386,0.404,99.942,336947,4
52kQS6EanAQeM5CYiMOOtA,Tuzya Priticha Vinchu Chawla,Ajay,45,2014-02-14,0.757,0.935,4,-5.674,0,0.657,0.000116,0.141,0.694,129.953,310152,4
1as3se3lgcMyc3fv5ZqSiP,Kadhi Tu,Hrishikesh Ranade,47,2010-06-11,0.313,0.732,2,-4.466,1,0.5,0.0,0.222,0.51,88.918,338395,4
5jRoR9oR6ug3u3jiVznfCq,Aatach Baya Ka Baavarla,Shreya Ghoshal,44,2016-02-24,0.653,0.418,4,-8.905,1,0.317,0.00113,0.13,0.398,135.006,334079,4
5tG2nv8GjMZQ0gzqyngyTC,"Varyavarti Gandh - From ""Savarkhed Ek Gaon""",Kunal Ganjawala,41,2014-10-29,0.819,0.576,3,-7.501,0,0.298,0.00027,0.0872,0.894,95.013,294673,4
3h4SABo6CjPhJhWJK0rgrU,Zingaat,Atul Gogavale,50,2016-02-24,0.767,0.855,9,-8.775,1,0.473,0.219,0.165,0.677,130.01,226523,4
0kt9xGWGomC6OGFXkwLY5k,Lallati Bhandar,Ajay Gogavale,45,2013-08-03,0.748,0.65,6,-10.946,0,0.143,0.000627,0.0898,0.797,129.978,301493,4
5FjtI1VamgonPsylqnQWNZ,Aika Dajiba,Vaishali Samant,43,2002-12-28,0.676,0.722,6,-8.532,1,0.0625,0.0,0.731,0.928,113.877,285000,3
5MWLOVaXix2p4UtD3UpRen,"Kombdi Palali - From ""Jatra""",Vaishali Samant,40,2014-10-29,0.523,0.988,8,-3.053,0,0.617,8.33e-06,0.167,0.578,134.946,306465,3
1LsTEyQJEPORgTbNHATmGw,Wajle Ki Bara,Bela Shende,46,2010-01-01,0.712,0.785,8,-6.797,1,0.379,3.32e-06,0.0275,0.78,149.986,398080,4
2mpuk61zDHhBayMZVA2EUs,Deva Tujhya Gaabhaaryaalaa,Kirti Killedar,39,2014-04-22,0.646,0.696,3,-5.791,1,0.0422,0.0,0.0922,0.347,129.872,266000,4
0m4rI0cP4fe9fkjlpJVVlX,Radha Hi Bawari,Swapnil Bandodkar,41,2004-12-31,0.761,0.412,5,-15.67,1,0.375,0.0,0.0891,0.785,94.909,313188,4
4mC1aFCcqAgq6Nclzdg1fF,Cham Cham Karta,Vaishali Samant,43,2018-05-23,0.471,0.777,10,-6.878,0,0.653,0.00204,0.136,0.671,107.231,266019,3
1r6ASy42iNE0AIDvf1yR4I,Apsara Aali,Atul Gogavale,49,2010-01-01,0.726,0.602,1,-6.957,1,0.58,0.000319,0.0944,0.468,120.1,238106,4
2OU8KSNDoqW9PKVg7GZKsW,Lagnalu,Janardan Khandalkar,42,2017-08-06,0.719,0.862,8,-7.736,1,0.346,0.0,0.136,0.72,109.998,201360,4
7M587gUiVreE896xpUzQjR,Morya Morya,Ajay,41,2014-04-22,0.459,0.811,0,-9.823,1,0.0751,0.000151,0.328,0.0793,72.48,377173,4
5wfPEv3KcSjHbW7RaAidIw,Bring It On,Ajay Gogavale,41,2016-09-16,0.74,0.883,6,-4.855,0,0.0446,0.00146,0.105,0.689,120.007,274608,4
3Vmo13MxVRKBszmfK61ONH,Gangsta,YG,72,2022-05-10,0.791,0.687,1,-6.279,1,0.00665,2.12e-06,0.0986,0.513,130.154,190154,4
3JkVYvxNoGf2HCWJo61462,Never Fold (feat. Sunny Malton),Sunny Malton,71,2022-04-25,0.814,0.786,8,-5.178,0,0.069,0.0,0.0976,0.797,93.025,183226,4
2L1OXzqVPpVxotHfLglUcB,Chauffeur,Ikky,73,2022-04-14,0.639,0.767,6,-4.997,1,0.13,0.0,0.205,0.54,154.032,205040,4
1skGwRjc7wYY70PJCAkKMr,Love Sick (feat. AR Paisley),AR Paisley,66,2022-04-25,0.824,0.543,4,-8.667,0,0.101,0.0,0.178,0.548,124.018,232258,4
6vB79uYDAZHUX7DBaC1xyn,In Love Again,Harman Hundal,56,2021-02-19,0.733,0.507,7,-8.91,1,0.418,0.0,0.12,0.457,124.129,236129,4
4hAmLeBT1Ryk2oxSMMiJ7z,Oouuu,Karan Aujla,68,2022-05-10,0.779,0.693,8,-6.033,0,0.0832,0.0,0.0874,0.469,150.019,147200,4
1WOz8NwADXFxRADQFVftxp,Jawani,Arjan Dhillon,69,2022-03-28,0.782,0.69,7,-7.811,1,0.00909,0.000661,0.359,0.429,99.944,151219,4
6Ffl1BBRfr8I2ASR6iiRTe,Judge,Mankirt Aulakh,66,2022-02-04,0.66,0.721,11,-5.907,1,0.221,0.0,0.173,0.61,181.842,181395,4
77WhbR5wdwAu28rKDriGfN,"Darling - From ""Kokka""",Gurnam Bhullar,54,2022-05-09,0.741,0.663,3,-5.652,0,0.548,0.0,0.0902,0.895,81.877,216768,4
3BrGB98m5qPnaXQwYPjsDH,Chak Chak Chak,Shipra Goyal,59,2022-03-18,0.62,0.833,11,-1.957,1,0.212,0.0,0.119,0.341,137.772,149832,3
3UJ9TWvQth9inGhdjhDVlv,Trippin,JERRY,56,2022-04-25,0.818,0.553,10,-6.998,1,0.0582,0.0,0.125,0.65,82.0,164634,4
5pcmtf1lwrMqmAWWm248fY,DESIRES,Various Artists,75,2021-11-21,0.863,0.387,5,-10.057,0,0.365,0.00238,0.06,0.39,100.013,168000,4
5zUPoHkgqAr1XwTMNzNtGs,Fully Loaded,Manni Sandhu,63,2021-10-15,0.783,0.607,9,-7.268,0,0.091,0.0,0.0986,0.862,92.109,148859,4
1qbD2xTTBGif2ki4D5Po7P,Dream,Karan Aujla,63,2022-03-25,0.737,0.729,2,-5.702,1,0.141,0.0,0.354,0.644,81.863,215305,4
1w3exvIgbRFV2ijf6qyWm8,Everybody Hurts,Sidhu Moose Wala,67,2022-04-25,0.738,0.599,8,-7.102,1,0.434,0.0,0.13,0.575,120.052,173333,5
2nxQsbR0Cqy4MPI6vftwyX,Mandeer,Arjan Dhillon,62,2021-11-25,0.75,0.875,5,-3.279,0,0.239,0.0,0.315,0.674,91.919,190435,4
2WFfHu9sIOtM9ySp2PKaPw,Blame,San-B,61,2022-04-28,0.672,0.51,9,-10.164,0,0.0216,0.0,0.383,0.624,90.142,230057,4
0GnqC8ZVxrZPULa5EQGWbW,Jealousy (feat. Gurlez Akhtar),Gurlez Akhtar,64,2022-02-17,0.784,0.778,11,-3.4,0,0.0609,0.0,0.224,0.892,95.004,194019,4
4NtmlxfMrhLYHDV2EIyVcV,Bewafai Kar Gaya,B Praak,54,2022-03-25,0.657,0.878,3,-2.526,0,0.284,0.0,0.26,0.565,89.925,228000,4
7fGvRV4rnNEHJ02zUaoIRi,Season,Gurlez Akhtar,55,2022-02-01,0.675,0.685,4,-6.301,0,0.0768,0.0,0.128,0.637,171.941,215120,4
4roFMBSQp7W4fYVxKMmhA5,Junoon,Mitraz,64,2022-01-30,0.607,0.593,4,-7.982,0,0.2,0.0,0.0833,0.211,107.988,191111,4
3ubdbuynat3QLfKtdtJ5BH,Sift,Signature By Sb,63,2021-11-05,0.767,0.745,1,-6.144,1,0.45,0.0,0.281,0.448,97.076,118763,4
708ATCPhF2aagzUo8A9Dgo,Sunset,Ezu,49,2022-03-31,0.747,0.652,1,-5.247,0,0.277,0.0,0.0999,0.494,144.958,188683,4
1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,Harrdy Sandhu,74,2021-10-30,0.795,0.67,1,-5.313,0,0.269,0.0,0.0733,0.643,100.004,168450,4
5eGsHi6RcL33gb9k89UYaB,Schedule,Manni Sandhu,69,2021-08-20,0.826,0.581,3,-6.425,0,0.518,2.49e-06,0.0703,0.787,92.434,148377,4
6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,74,2007-06-11,0.517,0.906,1,-3.677,1,0.00272,9.26e-06,0.113,0.731,172.977,211520,4
0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",Fall Out Boy,74,2005-05-03,0.622,0.961,11,-3.198,0,0.00523,0.0,0.0854,0.449,114.452,180267,4
2ydUT1pFhuLDnouelIv4WH,The Rock Show,blink-182,68,2001,0.41,0.959,9,-4.563,1,0.000324,0.0,0.0766,0.83,193.155,171600,4
3u7EIgAlwNQtxkM4bOA7uI,In Too Deep,Sum 41,55,2001-04-24,0.509,0.812,9,-5.936,1,0.00084,0.0,0.062,0.649,116.078,206999,4
7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),My Chemical Romance,74,2004-06-08,0.21,0.94,9,-3.427,1,0.00602,0.0,0.269,0.255,179.722,186480,4
3ZsexY07D4t4HRq7ogeSAS,"Dear Maria, Count Me In",All Time Low,0,2008-07-29,0.465,0.896,2,-3.126,1,0.00725,0.0,0.206,0.569,181.014,182827,4
0wVluBsVAVzBKrqspuCcwR,"Check Yes, Juliet",We The Kings,69,2007-10-07,0.352,0.912,7,-4.253,1,0.00197,0.0,0.193,0.351,166.795,220147,4
1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,78,2013-04-05,0.602,0.923,5,-3.763,1,0.0098,0.0,0.0561,0.765,136.01,216013,4
05qCCJQJiOwvPQBb7akf1R,Jamie All Over,Mayday Parade,65,2007-07-10,0.426,0.868,1,-3.702,1,6.54e-05,0.0,0.0723,0.402,149.042,216000,4
7j31rVgGX9Q2blT92VBEA0,Teenagers,My Chemical Romance,79,2006-10-23,0.463,0.857,4,-3.063,1,0.0506,0.0,0.184,0.856,111.647,161920,4
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,76,2005-05-03,0.494,0.842,7,-4.784,1,0.00579,0.0,0.122,0.574,162.011,229093,4
6QBbhpArYK5cieGdGMcmYo,Tell Me I'm A Wreck,Every Avenue,0,2009-11-03,0.574,0.755,5,-2.248,1,0.00151,0.0,0.164,0.725,127.9,219973,4
3fXqDlChHYVt3LKnMluWio,Stupid For You,Waterparks,0,2016-11-02,0.581,0.922,1,-3.408,0,0.0235,0.0,0.202,0.595,118.409,191545,4
6dfwRetlyLPBoQzdufbOWj,Bite Me,Avril Lavigne,71,2022-02-25,0.491,0.792,8,-4.382,1,0.00381,0.0,0.359,0.74,169.997,159746,4
1Ztka7fCyxUv46FW1mZH9T,December (again) [feat. Mark Hoppus],Neck Deep,59,2016-07-18,0.403,0.953,5,-3.213,0,9.74e-05,0.0,0.0915,0.362,160.035,213035,4
0tyR7Bu9P086aWBFZ4QJoo,Monsters (feat. blackbear),blackbear,70,2020-04-03,0.369,0.845,0,-3.449,0,0.0493,0.0,0.416,0.782,78.532,174068,4
6GIrIt2M39wEGwjCQjGChX,The Great Escape,Boys Like Girls,61,2007-08-31,0.423,0.94,1,-4.012,0,0.00166,0.0,0.178,0.505,149.934,206520,4
6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,78,2001-07-17,0.643,0.849,2,-5.428,1,0.0371,0.0,0.058,0.903,162.152,165853,4
4wzjNqjKAKDU82e8uMhzmr,Face Down,The Red Jumpsuit Apparatus,73,2006-01-01,0.545,0.932,7,-2.189,0,0.000665,0.0,0.127,0.464,92.956,192000,4
5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,My Chemical Romance,76,2006-10-23,0.217,0.905,2,-4.103,1,0.000289,0.00011,0.222,0.236,96.95,311107,4
18GC3F8YPGB8CePXcTUizQ,Thnks fr th Mmrs,Fall Out Boy,0,2007-01-01,0.459,0.891,10,-5.057,0,0.00511,0.0,0.106,0.588,154.837,203507,4
1VSuFS7PahCN3SWbOcQ98m,forget me too (feat. Halsey),Halsey,72,2020-09-25,0.654,0.875,1,-4.845,1,0.000417,0.0086,0.194,0.522,99.975,171621,4
6lI60Z5UEtARdwQfdBYjuD,Voldemort,With Confidence,0,2016-06-17,0.539,0.949,5,-4.23,0,0.000181,2.38e-05,0.746,0.747,103.448,180554,4
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Yellowcard,71,2003-01-01,0.486,0.904,6,-3.751,0,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4
5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,The All-American Rejects,69,2005-01-01,0.465,0.954,10,-4.251,1,0.000346,5.38e-06,0.573,0.458,143.85,193653,4
4cqYUqmKMcb3q1tdImVpGW,Weightless,All Time Low,1,2009-07-07,0.497,0.923,2,-4.512,1,0.00282,0.0,0.158,0.667,181.075,198000,4
0UY4FvG4f9JI6kBR1BlWrZ,That's What You Get,Paramore,64,2007-06-11,0.528,0.831,8,-3.607,1,9.43e-05,0.0,0.141,0.632,131.094,220480,3
6QZ8h3RqIgTRTo3hfaqryx,Black Butterflies and Déjà Vu,The Maine,58,2017-04-07,0.452,0.945,5,-4.515,1,0.0373,4e-05,0.22,0.504,167.95,203058,4
0wNhTMsDRLWAPxGOQRqkOR,Coffee Talk,Broadside,0,2015-05-18,0.287,0.96,8,-2.856,1,0.000298,0.00364,0.375,0.457,173.998,174147,4
4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,Panic! At The Disco,73,2005-09-27,0.569,0.83,9,-4.106,0,0.0807,0.0,0.114,0.609,170.094,186635,4
2d6m2F4I7wCuAKtSsdhh83,Famous Last Words,My Chemical Romance,71,2006-10-23,0.467,0.883,2,-3.679,0,0.000321,0.000152,0.125,0.309,122.252,299227,4
1bhjMY5O0ZjB41OHcdRH0a,High School Never Ends - Main Version - Explicit,Bowling For Soup,62,2006,0.536,0.923,2,-3.494,1,0.0122,0.0,0.142,0.77,160.03,209040,4
48EL0gIc4MkhTLCgE3w8x3,Big Cat Judgement Day,With Confidence,0,2021-03-31,0.538,0.802,1,-5.865,1,0.00109,0.0,0.0993,0.735,96.004,151407,4
0BRHnOFm6sjxN1i9LJrUDu,The Anthem,Good Charlotte,72,2002-10-04,0.494,0.939,1,-3.127,1,0.00666,0.0,0.139,0.893,177.751,175093,4
3DaSurzbFuzWE45tQm1TO5,When You Know,Neck Deep,55,2020-07-24,0.546,0.782,8,-4.801,1,0.00155,0.000545,0.0528,0.44,108.049,189102,4
7DTTn7aeCENliHGmsWkMFo,18,Anarbor,0,2013-06-04,0.724,0.852,11,-2.779,1,0.0603,0.0,0.0805,0.88,98.056,157360,4
69YhLoJzgjLcmNsp7G2z1z,Faster Ride,Cartel,56,2009-10-20,0.511,0.772,4,-3.461,1,0.000687,0.0,0.306,0.786,146.832,208653,4
1fJFuvU2ldmeAm5nFIHcPP,First Date,blink-182,72,2001,0.579,0.928,0,-4.344,1,0.000715,0.0,0.18,0.882,95.594,171533,4
0O5WAeW9fQb0E1sKUi5QZt,Coffee at Midnight,Stand Atlantic,54,2017-06-26,0.393,0.953,6,-3.492,1,0.000136,0.0,0.861,0.634,176.938,224867,4
12mF5rnbbT7jNqiBv8NBFt,My Friends Over You,New Found Glory,0,2002-01-01,0.398,0.978,2,-4.001,1,0.000291,0.0,0.0947,0.441,177.797,220200,4
0aZfKmSAMSZweDTNKd9UPo,Some Kind Of Disaster,All Time Low,0,2020-01-21,0.55,0.837,11,-5.411,1,0.0104,0.0,0.306,0.637,89.821,223994,4
2eXSPTZmhkXRGob1hsFdVd,What You Make It,With Confidence,55,2021-08-27,0.567,0.517,8,-7.548,1,0.000292,0.0,0.141,0.627,179.959,177221,4
5dTHtzHFPyi8TlTtzoz1J9,Helena,My Chemical Romance,73,2004-06-08,0.356,0.96,4,-3.487,1,0.0142,0.0,0.209,0.0857,125.921,204733,4
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),blackbear,78,2020-09-25,0.731,0.675,5,-5.134,0,0.00473,0.0,0.141,0.298,124.939,139461,4
5z0QlOV93W6Yo7DG2SYOJP,weapon,Against The Current,56,2021-07-23,0.402,0.924,7,-4.089,0,0.00021,0.0,0.237,0.443,180.075,197209,4
6WoyghnMAvDDRbZfFbpwEo,In Bloom,Neck Deep,0,2017-08-18,0.594,0.959,7,-4.697,1,0.00359,1.34e-05,0.101,0.381,110.979,218055,4
5oQcOu1omDykbIPSdSQQNJ,1985,Bowling For Soup,69,2004,0.606,0.887,4,-4.404,1,0.000242,0.0,0.337,0.903,119.974,193000,4
1hIupFeRu3nmMcjbjxPnMc,I'm Just A Kid,Simple Plan,0,2002-03-19,0.527,0.834,1,-5.531,1,0.00107,0.000102,0.0993,0.422,110.065,198333,4
7zu033uK8PfJ0lqOIKHhzL,Gasoline,Point North,0,2019-01-18,0.437,0.974,11,-3.734,1,0.00213,9.53e-06,0.147,0.546,175.089,200229,4
6Ei2gpD1MwqQGVh7DEXnqZ,High Hopes,Yours Truly,0,2018-01-31,0.455,0.951,8,-4.801,1,8.97e-05,6.91e-06,0.303,0.681,165.041,231400,4
1NqH3H7CX9ffRcCc7bnKvS,Torn,Neck Deep,0,2018-09-10,0.554,0.891,8,-7.215,1,0.00245,0.0356,0.266,0.441,96.053,244480,4
